layer,chi_s1,chi_s2,chi_s3,chi_s4,chi_s5,chi_s6,chi_s7,chi_s8,target_s1,target_s2,target_s3,target_s4,target_s5,target_s6,target_s7,target_s8
1.000000000000000000e+01,9.751206563485430578e-01,1.274798087217116419e-02,8.162193808984185076e-03,3.968428608891026547e-03,2.714325610302934071e-07,1.963947509692770589e-07,1.392597822253204197e-07,1.332743182787058630e-07,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.100000000000000000e+01,9.794945903441887314e-01,9.172873484606242078e-03,6.846727588087212109e-03,4.485167057264009480e-03,2.076643226800504364e-07,1.825691946323790894e-07,1.505133877704266457e-07,1.007789500734582798e-07,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.200000000000000000e+01,9.729970090341090172e-01,1.228347297692254300e-02,9.590801892268562348e-03,5.128109021457405783e-03,1.827325500880056194e-07,1.704845775655495871e-07,1.564294223728719497e-07,9.742869070338008245e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.300000000000000000e+01,9.660234280959202335e-01,1.379100593801697514e-02,1.188512647470683740e-02,8.299884014675453989e-03,1.896707181928516021e-07,1.580206411465422361e-07,1.140893140796633933e-07,9.369600917624599695e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.400000000000000000e+01,9.672815313774351109e-01,1.386659463007774984e-02,1.005397371431818697e-02,8.797441641166791129e-03,1.676824883608674310e-07,1.161136450431937563e-07,8.981586830551275288e-08,8.502500110441457098e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.500000000000000000e+01,9.672852499510796731e-01,1.427104235944916082e-02,1.010159853306750490e-02,8.341696281577382077e-03,1.354137911630054361e-07,1.161465999930565989e-07,9.139509266489090810e-08,6.991934385877200906e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.600000000000000000e+01,9.529631471550625843e-01,2.743000072160657957e-02,1.137179140539540736e-02,8.234662084618907599e-03,1.253292093336786643e-07,1.191207670583531720e-07,8.835594711763431462e-08,6.582739341675177136e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.700000000000000000e+01,9.525471813320378622e-01,2.311298182018997269e-02,1.355196069497783574e-02,1.078751392244439375e-02,1.166342191068771724e-07,9.706381632988319747e-08,8.552934982599943157e-08,6.300296579881740050e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.800000000000000000e+01,9.470336316649774488e-01,2.697677942832463205e-02,1.586662197196953353e-02,1.012262553210056988e-02,1.165622914878847359e-07,9.692505659614767187e-08,7.462387117961740185e-08,5.329140973072220639e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
1.900000000000000000e+01,9.474041911884943934e-01,2.578342727673764781e-02,1.517385165740447149e-02,1.163821956026162875e-02,1.027586415052643201e-07,7.763292813728779619e-08,6.669829234352746636e-08,6.322724070152756100e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
2.000000000000000000e+01,9.476521448509804824e-01,2.410191022712797337e-02,1.647357307061562276e-02,1.177208309576981138e-02,1.024805267933569764e-07,7.202322743031675723e-08,6.910361677614820554e-08,4.514813561747513531e-08,9.688718143562953244e-01,3.072308879349666677e-02,4.016829933674451528e-04,3.393998611924461680e-06,1.974325171691201137e-08,1.147304990773489076e-10,2.442995983281975024e-13,1.626690413954887033e-15
