layer,chi_s1,chi_s2,chi_s3,chi_s4,chi_s5,chi_s6,chi_s7,chi_s8,chi_s9,chi_s10,chi_s11,chi_s12,chi_s13,chi_s14,chi_s15,chi_s16,target_s1,target_s2,target_s3,target_s4,target_s5,target_s6,target_s7,target_s8,target_s9,target_s10,target_s11,target_s12,target_s13,target_s14,target_s15,target_s16
1.000000000000000000e+01,9.702854759855606970e-01,1.548477340881181108e-02,6.224339472452810988e-03,3.615651686311342934e-03,1.949314537780804865e-03,6.633926427369948734e-04,6.288074301224486160e-04,3.953422968052351986e-04,3.344370866381539908e-04,1.771376915434522310e-04,8.148366709315898429e-05,6.943814177596579942e-05,5.981517585376822912e-05,2.559881290177100043e-05,4.828305105707490403e-06,1.636585079435559597e-07,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,9.711308531049773762e-01,1.146556451147400478e-02,6.123776300629320962e-03,5.642378309568921689e-03,2.437892678242446678e-03,1.056446655342983170e-03,7.155024617489085534e-04,5.229216407948394756e-04,3.085936330785767220e-04,2.289270494874887855e-04,1.889568959566461119e-04,9.206800061434600364e-05,5.621254351041815280e-05,2.692607780470235375e-05,2.838443068237082573e-06,1.416937028325317456e-07,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,9.679096209910452719e-01,9.992049211081169280e-03,7.663670506466053155e-03,5.567958389363609518e-03,3.130504364267735432e-03,1.949124432407302017e-03,1.475903761470841007e-03,9.696868136038885649e-04,4.228277177351994214e-04,3.127204873805369172e-04,2.836517106917038904e-04,1.813232196399088524e-04,8.560337040052409525e-05,4.472381205934279603e-05,1.019880108844530916e-05,4.324112978014557309e-07,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,9.586666230841568437e-01,1.795217719143308091e-02,7.662787727205150161e-03,5.102678873312864981e-03,4.078341306389330657e-03,1.991705560966649732e-03,1.258313448133769078e-03,9.320804768391119854e-04,7.217332001030247633e-04,5.649414491939125458e-04,4.887140264288554253e-04,2.524331840743702622e-04,2.299091729773980409e-04,7.563289523325700215e-05,1.519931079344817189e-05,6.729092760914952786e-06,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,9.583492315468165046e-01,1.338482665548010320e-02,7.065784834965331551e-03,5.687206004606800390e-03,4.739869699956865759e-03,3.885157419627355193e-03,1.922725695310539308e-03,1.386598885657391780e-03,1.188059553909033865e-03,8.596804796581328017e-04,5.825595452350485880e-04,4.806203124618274244e-04,3.596866843452698088e-04,9.707353412032569684e-05,1.026380028204521362e-05,6.553475675328704030e-07,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,9.625757919065401902e-01,8.911898215381205621e-03,6.119607500717752849e-03,4.899844287343745573e-03,4.126366004872804652e-03,3.795163799406738557e-03,2.796509502060391932e-03,1.967326339343123624e-03,1.733069876927965415e-03,1.185242172549029731e-03,8.699846827439010983e-04,3.926701360705168531e-04,2.733287997768532878e-04,2.512547011020415657e-04,7.939410843140967677e-05,2.254796673241818352e-05,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,9.475700157308090121e-01,2.000534254331351458e-02,9.240392537287710900e-03,5.823722646173368211e-03,4.279511207198152464e-03,3.675028780246683124e-03,2.851938038943812193e-03,2.333920301463834977e-03,1.649825029884939521e-03,9.554200770095547766e-04,6.965519814702564186e-04,5.550847702410943892e-04,1.930432389454852257e-04,1.118693107344942157e-04,5.489325414205533917e-05,3.440552135743451243e-06,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,9.464802065086863614e-01,1.751706751832365558e-02,8.904270403283936347e-03,8.060328941499947733e-03,4.477245000960107350e-03,3.880450477892810526e-03,2.541815126428629504e-03,2.233576515139975953e-03,1.720656329552483921e-03,1.412832652192906168e-03,1.224245193207758277e-03,8.189675275377053401e-04,4.033369595867366923e-04,2.447183307899879006e-04,7.905156486248678083e-05,1.230950053431951362e-06,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,9.412724980947608788e-01,1.560140757127853953e-02,1.167359973681607321e-02,7.389349454830578499e-03,6.736092745836555658e-03,5.040872678263384754e-03,3.508486669446300808e-03,3.160316255830654657e-03,1.753544346276873387e-03,1.261169689102802733e-03,1.132703593527756335e-03,6.815014385927485379e-04,4.382782255509589937e-04,2.626845781557178615e-04,8.743975269911825822e-05,5.516903362794666758e-08,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,9.421838031560147986e-01,1.704677182668413310e-02,1.358799016728337583e-02,7.277265297719174610e-03,5.109315087828894021e-03,3.952629065217392289e-03,3.243678587301632946e-03,2.323718808073296001e-03,1.694953770125695982e-03,1.449896070803877082e-03,7.977327417869656181e-04,7.020632390923671647e-04,4.070184954234544700e-04,1.705572107289833627e-04,5.251198406428491934e-05,9.449185153488428497e-08,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,9.424302066602092687e-01,1.468855986177301787e-02,1.048493844170250537e-02,7.908404513326158444e-03,7.319103180356992776e-03,4.552370804075992448e-03,3.645556150709632591e-03,2.983862856934708842e-03,1.984696845824555130e-03,1.233519935255330191e-03,1.057718698145204217e-03,6.954759112652525790e-04,5.448494959311866613e-04,2.986149579492906902e-04,1.637466860212125888e-04,8.375000520914210758e-06,9.979791850248931340e-01,2.019196059131899909e-03,1.618099818050335348e-06,8.158618062846084821e-10,2.945324907399435033e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
