layer,chi_s1,chi_s2,chi_s3,chi_s4,chi_s5,chi_s6,chi_s7,chi_s8,chi_s9,chi_s10,chi_s11,chi_s12,chi_s13,chi_s14,chi_s15,chi_s16,target_s1,target_s2,target_s3,target_s4,target_s5,target_s6,target_s7,target_s8,target_s9,target_s10,target_s11,target_s12,target_s13,target_s14,target_s15,target_s16
1.000000000000000000e+01,9.621006272464963649e-01,1.252244863835181438e-02,1.014395465510083312e-02,5.106685547512662508e-03,4.082054814432372995e-03,3.690026298506847175e-03,1.541779915451657905e-03,5.469998601089819199e-04,1.323113652462600497e-04,5.148256040462893785e-05,3.808353780825729349e-05,2.670402287450651576e-05,7.858443260024388432e-06,6.054025185598347632e-06,2.103698644199075641e-06,8.253706177045287594e-07,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,9.594998954375315581e-01,1.389138094379761650e-02,8.794932946443571181e-03,6.148803787290469357e-03,4.393424446780002691e-03,3.148428260857275875e-03,1.871038863750979810e-03,1.559020711853330559e-03,4.154445433419344351e-04,1.530823801255900988e-04,5.254451386996279358e-05,3.533559467167485821e-05,1.728333378112317703e-05,1.498119927872294426e-05,3.048241698446033735e-06,1.354794925500065007e-06,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,9.642740041025481545e-01,1.045501023458452784e-02,7.704705258482899208e-03,7.104880330209397202e-03,3.794282295321950438e-03,2.936662545958433016e-03,1.539461686591989207e-03,7.194236234185636932e-04,6.221709487525498451e-04,3.534575530862821779e-04,1.954181725167805834e-04,1.330757097660978871e-04,8.522629104507225238e-05,5.033000954998063958e-05,2.472399540545123150e-05,7.167242765192240672e-06,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,9.625233197135480978e-01,1.049537720142051066e-02,7.000122223587063042e-03,5.763267536417421635e-03,4.838960506633262909e-03,3.527418979933580941e-03,2.386477119491197448e-03,1.575903283628293187e-03,7.097026182112974643e-04,4.340926986069603842e-04,3.437469165472360820e-04,2.246180118785505214e-04,9.259378462243837737e-05,7.534140191184410631e-05,5.082240689386367220e-06,3.975762872326730369e-06,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,9.560043033205843921e-01,1.504448823171520427e-02,8.590684789492051068e-03,6.701581154415841950e-03,4.563712156664101981e-03,3.969786456153884084e-03,2.462967964560990475e-03,7.801529436497846087e-04,7.007546886598337412e-04,5.273597749343182433e-04,2.579813562806510950e-04,1.544664722072239466e-04,1.128622765388960757e-04,1.053817324994113595e-04,1.980736955660049255e-05,3.709312084951537757e-06,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,9.601733090856302555e-01,1.098731334585287614e-02,8.756822585778718110e-03,5.732525335449271259e-03,4.232454733064795575e-03,4.054999402168266674e-03,2.124828091479081735e-03,1.607761092605474156e-03,1.010716436695767700e-03,5.574795287931067888e-04,3.778551800502484397e-04,1.925392060526540593e-04,1.118786306947833746e-04,4.750363714605518355e-05,2.286534160062161502e-05,9.148366938533573659e-06,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,9.601419263421442363e-01,1.174638941038468401e-02,8.434834843711651320e-03,5.912406124428864172e-03,4.888310866505522594e-03,3.489656626034745145e-03,2.027704233098420739e-03,1.221866434701103293e-03,7.820787884615608681e-04,5.189645905102995265e-04,3.361679809797424334e-04,2.269316403770677655e-04,1.508764731905797474e-04,1.027422459477107922e-04,1.444790092797893023e-05,4.695498597401591103e-06,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,9.579806153813856806e-01,1.320104265385440775e-02,7.797836515484363358e-03,6.055690167841980623e-03,5.132490925289910633e-03,3.719648056434406505e-03,1.817205886303582731e-03,1.598251703457918838e-03,1.244902525471579865e-03,5.476046734818672095e-04,3.769879895004506665e-04,2.285846134653238607e-04,1.823240600426060168e-04,9.925175850858396112e-05,1.282492801117725508e-05,4.738161466428358526e-06,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,9.619705065809577293e-01,1.032094511140814463e-02,8.167749528665705153e-03,7.006332123857879346e-03,2.834026984721667395e-03,2.434547748511972035e-03,2.136558327980728721e-03,1.590729680647064897e-03,1.175951495209987116e-03,1.063235463395464410e-03,6.248100864161310357e-04,3.350296135711056328e-04,2.293181751113645386e-04,7.590634219662323887e-05,2.912868115966607224e-05,5.224056185021281146e-06,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,9.564126533365744365e-01,1.223055349443743188e-02,8.440189635826433889e-03,5.946568473788088789e-03,4.124470760855632710e-03,3.570809757553966915e-03,2.984102152304288300e-03,1.942920929753430385e-03,1.566343359273521512e-03,1.041078625756531846e-03,7.764311640920725649e-04,4.695695407222777473e-04,2.295511305175787985e-04,2.063839006164342458e-04,3.945319424132133387e-05,1.892054368892328076e-05,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,9.552238510297341723e-01,1.104585561603869601e-02,7.731292820900950366e-03,5.990991770571553812e-03,5.123929225176351680e-03,3.831103961199550708e-03,3.452551545306588830e-03,2.572895974578144271e-03,1.735179371097781082e-03,1.325221476452209625e-03,6.924773102776456352e-04,5.164442125713741491e-04,3.730734371071553999e-04,2.665964112202887440e-04,1.074710364277129798e-04,1.106480134007666465e-05,9.835268903917689931e-01,1.553264811181913341e-02,7.038085367628326349e-04,2.170662207083211379e-04,1.949112041682373613e-05,8.085515897433789225e-08,1.422502989990244688e-08,5.354718837271434005e-10,2.782332451899099371e-12,6.718534306955679535e-14,1.100171152245602847e-14,1.258693638469075226e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
